gamma_1,npairs_1,lags_1
0.0,400.0,0.0
0.005758181818181821,55.0,4.601941695487539
0.027997067198177704,439.0,16.648107945793587
0.08527709348739496,952.0,30.681485462900675
0.1409132265563436,1269.0,45.43006066672922
0.21641298115501525,1645.0,60.307481158077465
0.21250686238293445,1922.0,75.24869673705534
0.26269648911594845,2251.0,90.17826180932633
0.2638360511655475,2531.0,104.90648415099548
0.28575711417173283,2632.0,120.00879238488093
0.297436279909313,2867.0,135.0071525739496
0.3437079260170599,3048.0,150.0366169302065
0.3200592131746032,3150.0,164.99299562863732
0.34553110419235494,3244.0,180.0062278193921
0.3266566822201891,3279.0,195.02776431208065
0.30089333127698936,3242.0,210.04079309059446
0.31031264470553227,3362.0,225.03944017468086
0.32583721478981226,3259.0,240.05724343186893
0.2856752720965309,3315.0,254.9674714788901
0.2872629334709431,3149.0,270.06659100653576
0.29088155323854653,3165.0,285.19477053678855
0.2909336619205298,3020.0,299.9332621767592
